# BLUE: tile seq     <mag> cat x y <err> <err>r filt chi2w chi2r nhip that te A1max t0 Ablu0 chi2dof probfit delc2 fnhip fachrom befaft crdrej pchi2 pnum pnumf probin probout ra dec
#77008   108    -9.166   1    1541.5    1395.1   0.01523   0.01502     256.1     206.4     139.8    9         0         0         0          0         0         0         0         0   0         0      0        0         0   0   0         0         0 81056 -69500.7
#    time delta-mag delta-mag-err obsid   seeing   sky     airmass version type dsky psfc2 crd cosm miss pier
 592.5808  -0.05637    0.0142 11303  7.208   3704      0  63  1     0   92   16    0    0  0
 592.7999  -0.09134   0.01315 11334  6.522   2726      0  63  1     0  118    1    0    0  1
 593.5667    -0.152  -0.01421 11365  8.772   3056      0  63  1     0   81   37    0    0  0
 593.7986   -0.1774   0.01174 11410  5.712   2518      0  63  1     0   99    0    0    0  1
 594.5767   -0.2245   0.01107 11467  4.415   3043      0  63  1     0  165    0    0    0  0
 595.5666   -0.2323   0.01096 11536  4.419   3383      0  63  1     0  181    0    0    0  0
 595.8057   -0.2245  -0.01107 11574  4.179   2883      0  63  1     0  140    0    0  167  1
 596.5834   -0.1145    -0.018 11622  8.353   5102      0  63  1     0   93   33    0    0  0
 597.6674  0.005542       -99 11640  12.21   3158      0  63  0     0    0  128    0  128  0
 597.7841  -0.02006   0.01398 11665  5.359   2726      0  63  1     0  116    0    0    0  0
 597.8022  -0.03439   0.01378 11667  5.302   2792      0  63  1     0  162    0    0    0  1
 598.5636  -0.01099   0.01432 11709  6.085   3384      0  63  1     0  130    2    0    0  0
 599.5488    0.2156   0.01735 11767  3.896   4601      0  63  1     0  187    0    0    0  0
 600.5507    0.4818   0.02115 11870  4.547   6753      0  63  1     0  187    0    0    0  0
 601.5289    0.4723   0.02101 11934  4.613   8043      0  63  1     0  161    0    0    0  0
 601.8234    0.4348   0.02026 11987  3.998 1.077e+04      0  63  1     0  156    0    0    0  0
 602.7496    0.2918   0.01843 11988  3.359   4276      0  63  1     0  145    0    0    0  0
 603.7822    0.1545    0.0163 12014  4.219   2353      0  63  1     0  122    0    0    0  0
